Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
gRPC,4. gRPC (PY) - Músicas,10190,0,10,11.299411187438665,7,114,27689.0,83.32446931535661,0.0,10,11,12,13,15,18,24,28,38,57,110
,Aggregated,10190,0,10,11.299411187438665,7,114,27689.0,83.32446931535661,0.0,10,11,12,13,15,18,24,28,38,57,110
