Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
gRPC,4. gRPC (PY) - Músicas,10938,0,10,11.280124337173158,6,63,27689.0,83.34063936398233,0.0,10,11,12,13,15,17,24,27,38,53,63
,Aggregated,10938,0,10,11.280124337173158,6,63,27689.0,83.34063936398233,0.0,10,11,12,13,15,17,24,27,38,53,63
