Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,2. GraphQL (PY) - Músicas,3924,0,2600.0,2683.926750760703,310.1418569995076,16838.21073299987,58640.0,32.72904713493574,0.0,2600,2800,2900,4300,4900,6500,8200,9700,13000,17000,17000
,Aggregated,3924,0,2600.0,2683.926750760703,310.1418569995076,16838.21073299987,58640.0,32.72904713493574,0.0,2600,2800,2900,4300,4900,6500,8200,9700,13000,17000,17000
