Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,2. GraphQL (PY) - Músicas,3572,0,650.0,708.9449338152259,25.74234000007891,2652.4080599999706,58640.0,29.77915705499563,0.0,650,920,1100,1200,1400,1600,1800,1900,2400,2700,2700
,Aggregated,3572,0,650.0,708.9449338152259,25.74234000007891,2652.4080599999706,58640.0,29.77915705499563,0.0,650,920,1100,1200,1400,1600,1800,1900,2400,2700,2700
