Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,3. SOAP (TS) - Músicas,10672,0,23,43.04124897001312,7.737281001027441,456.23608700043405,79965.0,88.94265283271689,0.0,23,37,53,63,97,140,200,300,370,390,460
,Aggregated,10672,0,23,43.04124897001312,7.737281001027441,456.23608700043405,79965.0,88.94265283271689,0.0,23,37,53,63,97,140,200,300,370,390,460
