Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,3. SOAP (TS) - Músicas,19675,0,290.0,307.0209635129358,13.458138000714825,696.4826439998433,79965.0,163.9793055769972,0.0,290,320,340,360,420,460,520,550,670,690,700
,Aggregated,19675,0,290.0,307.0209635129358,13.458138000714825,696.4826439998433,79965.0,163.9793055769972,0.0,290,320,340,360,420,460,520,550,670,690,700
