Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,1. REST (PY) - Músicas,5148,0,390.0,406.2632644430636,14.16055600020627,1373.1187939993106,54118.0,42.9117158022298,0.0,390,550,660,710,810,880,970,1000,1200,1400,1400
,Aggregated,5148,0,390.0,406.2632644430636,14.16055600020627,1373.1187939993106,54118.0,42.9117158022298,0.0,390,550,660,710,810,880,970,1000,1200,1400,1400
