Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,1. REST (PY) - Músicas,5188,0,380.0,401.3232824712828,14.387794999493053,1495.2484129989898,54118.0,43.243922549419345,0.0,380,570,650,700,800,870,950,1000,1100,1500,1500
,Aggregated,5188,0,380.0,401.3232824712828,14.387794999493053,1495.2484129989898,54118.0,43.243922549419345,0.0,380,570,650,700,800,870,950,1000,1100,1500,1500
