Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,1. REST (TS) - Músicas,70061,0,31,36.901923010846765,4.5520349995058496,262.9911499998343,54118.0,583.7340986531656,0.0,31,39,45,49,64,85,110,140,190,240,260
,Aggregated,70061,0,31,36.901923010846765,4.5520349995058496,262.9911499998343,54118.0,583.7340986531656,0.0,31,39,45,49,64,85,110,140,190,240,260
