Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,2. GraphQL (TS) - Músicas,9515,0,50,83.12303594629594,9.511646000191831,421.11390899981416,53840.0,79.30413101492762,0.0,50,86,120,140,200,260,310,330,400,420,420
,Aggregated,9515,0,50,83.12303594629594,9.511646000191831,421.11390899981416,53840.0,79.30413101492762,0.0,50,86,120,140,200,260,310,330,400,420,420
