Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,1. REST (TS) - Músicas,11780,0,9,10.856805353060892,4.590639000525698,49.06552399916109,54118.0,98.17754464771821,0.0,9,11,13,14,17,21,25,28,36,49,49
,Aggregated,11780,0,9,10.856805353060892,4.590639000525698,49.06552399916109,54118.0,98.17754464771821,0.0,9,11,13,14,17,21,25,28,36,49,49
