Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,1. REST (TS) - Músicas,38242,0,10,12.196298355553528,4.066070000135369,268.94859000003635,54118.0,318.65451924705513,0.0,10,12,14,15,20,25,34,42,190,270,270
,Aggregated,38242,0,10,12.196298355553528,4.066070000135369,268.94859000003635,54118.0,318.65451924705513,0.0,10,12,14,15,20,25,34,42,190,270,270
