Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,1. REST (TS) - Músicas,74486,0,320.0,321.0896381687729,4.756375999932061,705.4017740001655,54118.0,620.4356393571906,0.0,320,350,370,380,430,480,520,550,660,690,710
,Aggregated,74486,0,320.0,321.0896381687729,4.756375999932061,705.4017740001655,54118.0,620.4356393571906,0.0,320,350,370,380,430,480,520,550,660,690,710
