Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
gRPC,4. gRPC (TS) - Músicas,12069,0,9,9.632446764437816,6,38,27689.0,96.6193739753528,0.0,9,10,11,11,13,14,16,18,27,35,38
,Aggregated,12069,0,9,9.632446764437816,6,38,27689.0,96.6193739753528,0.0,9,10,11,11,13,14,16,18,27,35,38
