Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,3. SOAP (PY) - Músicas,1965,33,1800.0,5462.604939466147,494.7394720002194,31364.22530300024,97254.34961832062,16.395641055077437,0.2753466436730562,1800,5600,5900,9800,14000,22000,30000,31000,31000,31000,31000
,Aggregated,1965,33,1800.0,5462.604939466147,494.7394720002194,31364.22530300024,97254.34961832062,16.395641055077437,0.2753466436730562,1800,5600,5900,9800,14000,22000,30000,31000,31000,31000,31000
