Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,3. SOAP (PY) - Músicas,2599,820,17000.0,15564.659770975411,269.73890499903064,43285.71507500055,67787.59869180454,21.674130901884013,6.838317560425121,17000,24000,31000,31000,32000,34000,35000,36000,42000,43000,43000
,Aggregated,2599,820,17000.0,15564.659770975411,269.73890499903064,43285.71507500055,67787.59869180454,21.674130901884013,6.838317560425121,17000,24000,31000,31000,32000,34000,35000,36000,42000,43000,43000
