Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,3. SOAP (PY) - Músicas,1655,0,1900.0,1851.7623481287314,60.84464300147374,3986.120060999383,98911.0,13.797420164225317,0.0,1900,2400,2800,2900,3300,3500,3700,3800,4000,4000,4000
,Aggregated,1655,0,1900.0,1851.7623481287314,60.84464300147374,3986.120060999383,98911.0,13.797420164225317,0.0,1900,2400,2800,2900,3300,3500,3700,3800,4000,4000,4000
